Product List Export Only,,,,,,,,,,,,,Date Range 01/07/2007 to 03/07/2026,,,,
Brand,Style,Colour,Size,Description,VAT Rate,Cost,Retail,Season,Supplier,Category,Department,CommCode,,Barcode,SKU,PLU,FashBCode
ASHWOOD,Glasgow,MUSHROOM,ONE SIZE,Ladies Crossbody,20.00,0.00,95.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,BAGS,,,5056798404525,,0005384400,9900053844006
ASHWOOD,Glasgow,NAVY,ONE SIZE,Ladies Crossbody,20.00,0.00,95.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,BAGS,,,5056798404549,,0005384500,9900053845003
ASHWOOD,g-lb128,NAVY,6,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395000,9900053950004
ASHWOOD,g-lb128,NAVY,8,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395001,9900053950011
ASHWOOD,g-lb128,NAVY,10,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395002,9900053950028
ASHWOOD,g-lb128,NAVY,12,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395003,9900053950035
ASHWOOD,g-lb128,NAVY,14,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395004,9900053950042
ASHWOOD,g-lb128,NAVY,16,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395005,9900053950059
ASHWOOD,g-lb128,NAVY,18,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395006,9900053950066
ASHWOOD,g-lb128,NAVY,20,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395007,9900053950073
ASHWOOD,g-lb128,NAVY,22,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395008,9900053950080
ASHWOOD,g-lb128,NAVY,24,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395009,9900053950097
ASHWOOD,g-lb128,NAVY,26,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395010,9900053950103
ASHWOOD,g-lb128,NAVY,28,ladies leather jacket,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,LADIES JACKETS,LEATHER JACKETS,,,,,0005395011,9900053950110
ASHWOOD,glittens,BLACK,M/L,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466271,,0005943000,9900059430005
ASHWOOD,glittens,BLACK,S/M,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466264,,0005943001,9900059430012
ASHWOOD,glittens,BLACK,L/XL,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943002,9900059430029
ASHWOOD,glittens,BLACK,XS/S,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943003,9900059430036
ASHWOOD,glittens,BROWN,M/L,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466295,,0005943400,9900059434003
ASHWOOD,glittens,BROWN,S/M,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466288,,0005943401,9900059434010
ASHWOOD,glittens,BROWN,L/XL,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943402,9900059434027
ASHWOOD,glittens,BROWN,XS/S,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943403,9900059434034
ASHWOOD,glittens,TAN,M/L,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466318,,0005943800,9900059438001
ASHWOOD,glittens,TAN,S/M,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,5056798466301,,0005943801,9900059438018
ASHWOOD,glittens,TAN,L/XL,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943802,9900059438025
ASHWOOD,glittens,TAN,XS/S,sheepskin fingerless glittens,20.00,0.00,49.99,NO SEASON,FONZ LEATHER STYLES,GLOVES,LADIES,,,,,0005943803,9900059438032
ASHWOOD,gloucester,MUD/BROWN,ONE SIZE,handbag,20.00,32.00,110.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,BAGS,,,5061027910470,,0005072600,9900050726008
ASHWOOD,G-N W/COAT,BLACK,XXXS,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987000,9900039870005
ASHWOOD,G-N W/COAT,BLACK,XXS,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987001,9900039870012
ASHWOOD,G-N W/COAT,BLACK,XS,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987002,9900039870029
ASHWOOD,G-N W/COAT,BLACK,S,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987003,9900039870036
ASHWOOD,G-N W/COAT,BLACK,M,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987004,9900039870043
ASHWOOD,G-N W/COAT,BLACK,L,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987005,9900039870050
ASHWOOD,G-N W/COAT,BLACK,XL,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987006,9900039870067
ASHWOOD,G-N W/COAT,BLACK,2XL,buckels waist coat,20.00,0.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987007,9900039870074
ASHWOOD,G-N W/COAT,BLACK,3XL,buckels waist coat,20.00,0.00,169.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987008,9900039870081
ASHWOOD,G-N W/COAT,BLACK,4XL,buckels waist coat,20.00,0.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987009,9900039870098
ASHWOOD,G-N W/COAT,BLACK,5XL,buckels waist coat,20.00,0.00,209.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987010,9900039870104
ASHWOOD,G-N W/COAT,BLACK,6XL,buckels waist coat,20.00,0.00,229.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987011,9900039870111
ASHWOOD,G-N W/COAT,BLACK,7XL,buckels waist coat,20.00,0.00,249.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987012,9900039870128
ASHWOOD,G-N W/COAT,BLACK,8XL,buckels waist coat,20.00,0.00,269.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987013,9900039870135
ASHWOOD,G-N W/COAT,BLACK,9XL,buckels waist coat,20.00,0.00,289.00,NO SEASON,FONZ LEATHER STYLES,MENS W/COATS,W/COATS,,,,,0003987014,9900039870142
ASHWOOD,GOLBOURNE,TAN,NA,32CMX25CMX7CM,20.00,20.00,99.99,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,,,0001626400,9900016264001
ASHWOOD,GOLD,BLACK/VC,XXXS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032300,9900000323004
ASHWOOD,GOLD,BLACK/VC,XXS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032301,9900000323011
ASHWOOD,GOLD,BLACK/VC,XS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032302,9900000323028
ASHWOOD,GOLD,BLACK/VC,S,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032303,9900000323035
ASHWOOD,GOLD,BLACK/VC,M,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032304,9900000323042
ASHWOOD,GOLD,BLACK/VC,L,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032305,9900000323059
ASHWOOD,GOLD,BLACK/VC,XL,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032306,9900000323066
ASHWOOD,GOLD,BLACK/VC,2XL,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032307,9900000323073
ASHWOOD,GOLD,BLACK/VC,3XL,MENS BOMBER LAMB,20.00,72.00,209.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032308,9900000323080
ASHWOOD,GOLD,BLACK/VC,4XL,MENS BOMBER LAMB,20.00,72.00,229.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032309,9900000323097
ASHWOOD,GOLD,BLACK/VC,5XL,MENS BOMBER LAMB,20.00,72.00,249.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032310,9900000323103
ASHWOOD,GOLD,BLACK/VC,6XL,MENS BOMBER LAMB,20.00,72.00,269.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032311,9900000323110
ASHWOOD,GOLD,BLACK/VC,7XL,MENS BOMBER LAMB,20.00,72.00,289.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032312,9900000323127
ASHWOOD,GOLD,BLACK/VC,8XL,MENS BOMBER LAMB,20.00,72.00,309.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032313,9900000323134
ASHWOOD,GOLD,BLACK/VC,9XL,MENS BOMBER LAMB,20.00,0.00,329.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000032314,9900000323141
ASHWOOD,GOLD,MID BROWN,XXXS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294700,9900012947007
ASHWOOD,GOLD,MID BROWN,XXS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294701,9900012947014
ASHWOOD,GOLD,MID BROWN,XS,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294702,9900012947021
ASHWOOD,GOLD,MID BROWN,S,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294703,9900012947038
ASHWOOD,GOLD,MID BROWN,M,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294704,9900012947045
ASHWOOD,GOLD,MID BROWN,L,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294705,9900012947052
ASHWOOD,GOLD,MID BROWN,XL,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294706,9900012947069
ASHWOOD,GOLD,MID BROWN,2XL,MENS BOMBER LAMB,20.00,72.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294707,9900012947076
ASHWOOD,GOLD,MID BROWN,3XL,MENS BOMBER LAMB,20.00,72.00,209.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294708,9900012947083
ASHWOOD,GOLD,MID BROWN,4XL,MENS BOMBER LAMB,20.00,72.00,229.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294709,9900012947090
ASHWOOD,GOLD,MID BROWN,5XL,MENS BOMBER LAMB,20.00,72.00,249.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294710,9900012947106
ASHWOOD,GOLD,MID BROWN,6XL,MENS BOMBER LAMB,20.00,72.00,269.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294711,9900012947113
ASHWOOD,GOLD,MID BROWN,7XL,MENS BOMBER LAMB,20.00,72.00,289.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294712,9900012947120
ASHWOOD,GOLD,MID BROWN,8XL,MENS BOMBER LAMB,20.00,72.00,309.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294713,9900012947137
ASHWOOD,GOLD,MID BROWN,9XL,MENS BOMBER LAMB,20.00,0.00,329.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001294714,9900012947144
ASHWOOD,Gondolier Slippers,BEIGE,3,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015100,9900060151005
ASHWOOD,Gondolier Slippers,BEIGE,4,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015101,9900060151012
ASHWOOD,Gondolier Slippers,BEIGE,5,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015102,9900060151029
ASHWOOD,Gondolier Slippers,BEIGE,6,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015103,9900060151036
ASHWOOD,Gondolier Slippers,BEIGE,7,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015104,9900060151043
ASHWOOD,Gondolier Slippers,BEIGE,8,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015105,9900060151050
ASHWOOD,Gondolier Slippers,BEIGE,9,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015106,9900060151067
ASHWOOD,Gondolier Slippers,BEIGE,10,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015107,9900060151074
ASHWOOD,Gondolier Slippers,BEIGE,11,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015108,9900060151081
ASHWOOD,Gondolier Slippers,BEIGE,12,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015109,9900060151098
ASHWOOD,Gondolier Slippers,BEIGE,3.5,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006015110,9900060151104
ASHWOOD,Gondolier Slippers,LT GRAY,3,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014000,9900060140009
ASHWOOD,Gondolier Slippers,LT GRAY,4,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014001,9900060140016
ASHWOOD,Gondolier Slippers,LT GRAY,5,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014002,9900060140023
ASHWOOD,Gondolier Slippers,LT GRAY,6,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014003,9900060140030
ASHWOOD,Gondolier Slippers,LT GRAY,7,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014004,9900060140047
ASHWOOD,Gondolier Slippers,LT GRAY,8,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014005,9900060140054
ASHWOOD,Gondolier Slippers,LT GRAY,9,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014006,9900060140061
ASHWOOD,Gondolier Slippers,LT GRAY,10,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014007,9900060140078
ASHWOOD,Gondolier Slippers,LT GRAY,11,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014008,9900060140085
ASHWOOD,Gondolier Slippers,LT GRAY,12,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014009,9900060140092
ASHWOOD,Gondolier Slippers,LT GRAY,3.5,Unisex,20.00,0.00,34.99,NO SEASON,FONZ LEATHER STYLES,Wool Slippers,Slippers,,,,,0006014010,9900060140108
ASHWOOD,GOSWICK,GREEN/BROWN,XXXS,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443300,9900024433000
ASHWOOD,GOSWICK,GREEN/BROWN,XXS,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443301,9900024433017
ASHWOOD,GOSWICK,GREEN/BROWN,XS,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443302,9900024433024
ASHWOOD,GOSWICK,GREEN/BROWN,S,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443303,9900024433031
ASHWOOD,GOSWICK,GREEN/BROWN,M,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443304,9900024433048
ASHWOOD,GOSWICK,GREEN/BROWN,L,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443305,9900024433055
ASHWOOD,GOSWICK,GREEN/BROWN,XL,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443306,9900024433062
ASHWOOD,GOSWICK,GREEN/BROWN,2XL,MENS PLAIN SLEEVELESS,20.00,0.00,179.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443307,9900024433079
ASHWOOD,GOSWICK,GREEN/BROWN,3XL,MENS PLAIN SLEEVELESS,20.00,0.00,199.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443308,9900024433086
ASHWOOD,GOSWICK,GREEN/BROWN,4XL,MENS PLAIN SLEEVELESS,20.00,0.00,219.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443309,9900024433093
ASHWOOD,GOSWICK,GREEN/BROWN,5XL,MENS PLAIN SLEEVELESS,20.00,0.00,239.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443310,9900024433109
ASHWOOD,GOSWICK,GREEN/BROWN,6XL,MENS PLAIN SLEEVELESS,20.00,0.00,259.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443311,9900024433116
ASHWOOD,GOSWICK,GREEN/BROWN,7XL,MENS PLAIN SLEEVELESS,20.00,0.00,279.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443312,9900024433123
ASHWOOD,GOSWICK,GREEN/BROWN,8XL,MENS PLAIN SLEEVELESS,20.00,0.00,299.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443313,9900024433130
ASHWOOD,GOSWICK,GREEN/BROWN,9XL,MENS PLAIN SLEEVELESS,20.00,0.00,319.00,13SS,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0002443314,9900024433147
ASHWOOD,gr-6117s,RUST/WASH,ONE SIZE,ropund bag,20.00,0.00,99.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,BAGS,,,5061049604401,,0005068700,9900050687002
ASHWOOD,GRANT,BROWN/NUB,XXXS,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367300,9900003673007
ASHWOOD,GRANT,BROWN/NUB,XXS,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367301,9900003673014
ASHWOOD,GRANT,BROWN/NUB,XS,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367302,9900003673021
ASHWOOD,GRANT,BROWN/NUB,S,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367303,9900003673038
ASHWOOD,GRANT,BROWN/NUB,M,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367304,9900003673045
ASHWOOD,GRANT,BROWN/NUB,L,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367305,9900003673052
ASHWOOD,GRANT,BROWN/NUB,XL,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367306,9900003673069
ASHWOOD,GRANT,BROWN/NUB,2XL,BRANDO STYLE BUFFALO,20.00,59.00,149.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367307,9900003673076
ASHWOOD,GRANT,BROWN/NUB,3XL,BRANDO STYLE BUFFALO,20.00,59.00,169.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367308,9900003673083
ASHWOOD,GRANT,BROWN/NUB,4XL,BRANDO STYLE BUFFALO,20.00,59.00,189.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367309,9900003673090
ASHWOOD,GRANT,BROWN/NUB,5XL,BRANDO STYLE BUFFALO,20.00,59.00,209.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367310,9900003673106
ASHWOOD,GRANT,BROWN/NUB,6XL,BRANDO STYLE BUFFALO,20.00,59.00,229.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367311,9900003673113
ASHWOOD,GRANT,BROWN/NUB,7XL,BRANDO STYLE BUFFALO,20.00,59.00,249.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367312,9900003673120
ASHWOOD,GRANT,BROWN/NUB,8XL,BRANDO STYLE BUFFALO,20.00,59.00,269.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367313,9900003673137
ASHWOOD,GRANT,BROWN/NUB,9XL,BRANDO STYLE BUFFALO,20.00,0.00,289.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0000367314,9900003673144
ASHWOOD,gs-1234,BLACK,ONE SIZE,keyring card gift set,20.00,7.95,19.99,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,5060999705442,,0004804800,9900048048006
ASHWOOD,gs-1234,BROWN,ONE SIZE,keyring card gift set,20.00,7.95,19.99,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,5060999705459,,0004804900,9900048049003
ASHWOOD,gs-1234,CHESTNUT,ONE SIZE,keyring card gift set,20.00,7.95,19.99,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,5060999705466,,0004805000,9900048050009
ASHWOOD,GS-1250,BLACK,S/M,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004344700,9900043447002
ASHWOOD,GS-1250,BLACK,M/L,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004344701,9900043447019
ASHWOOD,GS-1250,BLACK,L/XL,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004344702,9900043447026
ASHWOOD,GS-1250,BROWN,S/M,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004345300,9900043453003
ASHWOOD,GS-1250,BROWN,M/L,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004345301,9900043453010
ASHWOOD,GS-1250,BROWN,L/XL,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004345302,9900043453027
ASHWOOD,GS-1250,TAN,S/M,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004345000,9900043450002
ASHWOOD,GS-1250,TAN,M/L,wallet and belt set,20.00,0.00,39.95,NO SEASON,FONZ LEATHER STYLES,ACCESSORIES,GIFT SETS,,,,,0004345001,9900043450019
